,reasons,time_occured,time_reported,comments,incident_address
1519,Domestic,20:12:24 10/05/22 - **:**:** **/**/**,20:12:24,  Deputy assisted Dryden PD with a domestic.,ELM ST; MONTGOMERY PARK; V DRYDEN DRYDEN NY 13053
1520,Assist,19:49:12 10/05/22 - 19:57:19 10/05/22,19:49:12,  TCSO responded to a domestic.,SECOND ST; T DRYDEN DRYDEN NY 13053
1521,Harassment,19:27:43 10/05/22 - 19:28:35 10/05/22,19:27:43,  TCSO responded to a harassment.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
1522,Animal Problem,18:28:39 10/05/22 - 18:31:12 10/05/22,18:28:39,  Deputy responded to an animal problem.,STEVENSON RD & TURKEY HILL RD; T DRYDEN ITHACA NY 14850
1523,Domestic,18:26:50 10/05/22 - 18:30:14 10/05/22,18:26:50,  TCSO responded to a domestic.,FREEVILLE RD; T DRYDEN DRYDEN NY 13053
1524,Welfare Check,18:22:16 10/05/22 - 18:23:57 10/05/22,18:22:16,  Welfare Check,CULVER RD; T ITHACA ITHACA NY 14850
1525,Pd Accident,17:32:58 10/05/22 - 17:36:41 10/05/22,17:32:58,  PD Accident,HARRIS B DATES DR # HOSP; CAYUGA MEDICAL CENTER; T ITHAC ITHACA NY 14850
1526,Traffic Offense,17:31:32 10/05/22 - 17:31:32 10/05/22,17:31:32,  Traffic Stop,ELMIRA RD & TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
1527,Repossessed,17:29:57 10/05/22 - 17:33:23 10/05/22,17:29:57,  TCSO responded to a vehicle repossession.,EAST SHORE DR; V LANSING ITHACA NY 14850
1528,Alarm Police,17:24:30 10/05/22 - 17:25:23 10/05/22,17:24:30,  Deputy assisted NYSP with an alarm.,BRENTWOOD DR SUITE D; FAMILY MEDICINE ASSOCIATES; V LANSIN ITHACA NY 14850
1529,Pd Accident,16:53:38 10/05/22 - 16:59:06 10/05/22,16:53:38,  Deputy responded to a property damage accident.,N TRIPHAMMER RD & AIDANS LN; T LANSING ITHACA NY 14850
1530,Traffic Cmplnt,16:50:18 10/05/22 - 16:51:37 10/05/22,16:50:18,  traffic complaint,EAST SHORE DR ENTRANCE RAMP & EAST SHORE DR ENTRANCE RAMP; T ITHACA NY 14850
1531,Transport,15:52:35 10/05/22 - 15:53:29 10/05/22,15:52:35,  Deputies transported an inmate.,N TIOGA ST; TOMPKINS COUNTY COURTHOUSE; C ITHACA ITHACA NY 14850
1532,Transport,15:17:05 10/05/22 - 15:17:36 10/05/22,15:17:05,  transport,N TIOGA ST; TOMPKINS COUNTY COURTHOUSE; C ITHACA ITHACA NY 14850
1533,Assist,14:52:35 10/05/22 - 14:56:45 10/05/22,14:52:35,  TCSO responded to an assist.,ETNA LN; T DRYDEN ETNA NY 13062
1534,Special Detail,14:05:33 10/05/22 - 14:05:33 10/05/22,14:05:33,  Special detail.,RIDGE RD; LANSING HIGH SCHOOL; T LANSING LANSING NY 14882
1535,Dispute,14:04:30 10/05/22 - 14:05:44 10/05/22,14:04:30,  TCSO assisted Ithaca PD.,W STATE ST; C ITHACA ITHACA NY 14850
1536,Special Detail,13:47:40 10/05/22 - 13:47:40 10/05/22,13:47:40,  Deputy conducted a school check.,FREEVILLE RD # HS; DRYDEN HIGH SCHOOL; T DRYDEN DRYDEN NY 13053
1537,Assist,13:31:14 10/05/22 - 13:34:45 10/05/22,13:31:14,  TCSO assisted Newfield Superintendent.,MAIN ST; NEWFIELD SCHOOL DISTRICT; T NEWFIELD NEWFIELD NY 14867
1538,Domestic,12:31:21 10/05/22 - 12:35:55 10/05/22,12:31:21,  Deputy responded to a domestic call.,PERUVILLE RD; T DRYDEN GROTON NY 13073
1539,Assist,12:31:07 10/05/22 - 12:33:20 10/05/22,12:31:07,  TCSO assisted with finding a lost iPhone.,MAIN ST # HS; NEWFIELD HIGH SCHOOL; T NEWFIELD NEWFIELD NY 14867
1540,Pd Accident,12:04:21 10/05/22 - 12:07:40 10/05/22,12:04:21,  Property Damage.,N TRIPHAMMER RD & PYRAMID DR; V LANSING ITHACA NY 14850
1541,Traffic Offense,11:56:40 10/05/22 - 11:56:40 10/05/22,11:56:40,  Traffic Offense.,OAKCREST RD & N TRIPHAMMER RD; V LANSING ITHACA NY 14850
1542,Information,11:12:04 10/05/22 - 11:12:04 10/05/22,11:12:04,  conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
1543,Information,10:55:53 10/05/22 - 10:55:53 10/05/22,10:55:53,  conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
1544,Overdose,10:44:52 10/05/22 - 10:49:19 10/05/22,10:44:52,  Assist.,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
1545,Traffic Offense,10:37:28 10/05/22 - 10:37:28 10/05/22,10:37:28,  Deputy conducted a traffic stop.,SLATERVILLE RD; HUNTS AUTO; T CAROLINE SLATERVILLE SPR NY 14881
1546,Disorderly Cond,10:35:52 10/05/22 - 10:37:35 10/05/22,10:35:52,  Disorderly conduct.,ROBINS WAY; T LANSING LANSING NY 14882
1547,Special Detail,10:32:11 10/05/22 - 10:32:11 10/05/22,10:32:11,  Deputy conducted school check.,SLATERVILLE RD; CAROLINE ELEMENTARY SCHOOL; T CAROLINE SLATERVILLE SPR NY 14881
1548,Special Detail,10:25:32 10/05/22 - 10:25:32 10/05/22,10:25:32,  TCSO completed a Special Detail at Newfield High School.,MAIN ST # HS; NEWFIELD HIGH SCHOOL; T NEWFIELD NEWFIELD NY 14867
1549,Animal Problem,08:18:22 10/05/22 - 08:20:16 10/05/22,08:18:22,  Animal Problem.,MITCHELL ST & PINE TREE RD; T ITHACA ITHACA NY 14850
1550,Special Detail,08:17:53 10/05/22 - 08:17:53 10/05/22,08:17:53,  Special Detail.,RIDGE RD; LANSING HIGH SCHOOL; T LANSING LANSING NY 14882
1551,Unclassified,07:57:37 10/05/22 - 07:57:37 10/05/22,07:57:37,  Fire backgrounds.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1552,Pd Accident,07:50:18 10/05/22 - 07:51:55 10/05/22,07:50:18,  TCSO responded to a 2 car property damage MVA.,MECKLENBURG RD; T ITHACA ITHACA NY 14850
1553,Pd Accident,07:29:38 10/05/22 - 07:32:04 10/05/22,07:29:38,  PD Accident.,BLOCK WARREN RD; V LANSING ITHACA NY 14850
1554,Domestic,07:00:15 10/05/22 - 07:10:35 10/05/22,07:00:15,  Physical Domestic.,INDIAN CREEK RD; T ITHACA ITHACA NY 14850
1555,Traffic Cmplnt,06:28:19 10/05/22 - 06:28:19 10/05/22,06:28:19,  Traffic Complaint,N TRIPHAMMER RD; T LANSING ITHACA NY 14850
1556,Alarm Police,05:49:08 10/05/22 - 05:49:49 10/05/22,05:49:08,  Alarm,WOODSEDGE DR; IMR TEST LABS; T LANSING LANSING NY 14882
1557,Property Check,03:19:27 10/05/22 - 03:19:27 10/05/22,03:19:27,  Property Check,CATHERWOOD RD; V LANSING ITHACA NY 14850
1558,Traffic Offense,02:34:20 10/05/22 - 02:34:20 10/05/22,02:34:20,  Traffic Stop,ELMIRA RD & TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
1559,Traffic Offense,02:34:20 10/05/22 - 02:34:20 10/05/22,02:34:20,  Traffic Stop,ELMIRA RD & TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
1560,Domestic,02:32:51 10/05/22 - 02:46:44 10/05/22,02:32:51,  Assist With Schuyler County Sheriffs Office,BROWN RD; DEPT OF EMERGENCY RESPONSE; V LANSING ITHACA NY 14850
1561,Traffic Offense,02:25:17 10/05/22 - 02:25:17 10/05/22,02:25:17,  Traffic Stop,ELMIRA RD; CHARLIES TOWING AND REPAIRING; T NEWFIELD NEWFIELD NY 14867
1562,Property Check,01:53:19 10/05/22 - 01:53:19 10/05/22,01:53:19,  Property check.,KENDALL AVE; T ITHACA ITHACA NY 14850
1563,Traffic Offense,01:28:15 10/05/22 - 01:28:15 10/05/22,01:28:15,  Traffic Stop,ELMIRA RD & BULL HILL RD; T NEWFIELD NEWFIELD NY 14867
1564,Property Check,01:02:08 10/05/22 - 01:02:08 10/05/22,01:02:08,  Property Check,N TRIPHAMMER RD # GARAGE; VILLAGE OF LANSING HIGHWAY GA ITHACA NY 14850
1565,Traffic Offense,00:59:19 10/05/22 - 00:59:19 10/05/22,00:59:19,  Traffic Stop,ELMIRA RD & CARTER CREEK RD; T NEWFIELD NEWFIELD NY 14867
1566,Traffic Offense,00:58:08 10/05/22 - 00:58:08 10/05/22,00:58:08,  Traffic stop.,W MAIN ST & HILTON RD; V DRYDEN DRYDEN NY 13053
1567,Traffic Offense,00:45:46 10/05/22 - 00:45:46 10/05/22,00:45:46,  Traffic Stop,ELMIRA RD & MAZOUREK RD; T NEWFIELD NEWFIELD NY 14867
1568,Special Detail,00:34:34 10/05/22 - 00:34:34 10/05/22,00:34:34,  Special Detail,LANSINGVILLE RD; T LANSING LANSING NY 14882
1569,Special Detail,00:28:24 10/05/22 - 00:28:24 10/05/22,00:28:24,  Special Detail,BUCK RD; T LANSING LANSING NY 14882
1570,Traffic Offense,00:20:43 10/05/22 - 00:20:43 10/05/22,00:20:43,  Traffic Stop,N TRIPHAMMER RD & CRAFT RD; V LANSING ITHACA NY 14850
1571,Pd Accident,22:29:35 10/04/22 - 22:30:30 10/04/22,22:29:35,  PI Accident,MAPLEWOOD RD & TAUGHANNOCK BLVD; T ULYSSES ITHACA NY 14850
1572,Welfare Check,21:44:58 10/04/22 - 21:47:44 10/04/22,21:44:58,  Deputy responded to a welfare check.,ROBINS WAY APARTMENT 7; MILTON MEADOWS; T LANSING LANSING NY 14882
1573,Traffic Offense,21:41:48 10/04/22 - 21:41:48 10/04/22,21:41:48,  Traffic Stop,WARREN RD & BROWN RD; V LANSING ITHACA NY 14850
1574,Traffic Offense,21:37:35 10/04/22 - 21:37:35 10/04/22,21:37:35,  Deputy conducted a traffic stop.,STATE ROUTE 13 S & WARREN RD; V LANSING ITHACA NY 14850
1575,Traffic Offense,21:16:04 10/04/22 - 21:16:04 10/04/22,21:16:04,  Traffic offense.,FIVE MILE DR & BOSTWICK RD; T ITHACA ITHACA NY 14850
1576,Traffic Offense,21:03:04 10/04/22 - 21:03:04 10/04/22,21:03:04,  Deputy conducted a traffic stop.,STATE ROUTE 13 & BROWN RD; V LANSING ITHACA NY 14850
1577,Traffic Offense,20:50:13 10/04/22 - 20:50:13 10/04/22,20:50:13,  Deputy conducted a traffic stop.,PINE TREE RD & DRYDEN RD; T ITHACA CORNELL UNIV NY 14853
1578,Traffic Offense,20:11:53 10/04/22 - 20:11:53 10/04/22,20:11:53,  Traffic offense.,WARREN RD & UPTOWN RD; V LANSING; T ITHACA ITHACA NY 14850
1579,Animal Problem,20:04:11 10/04/22 - 20:05:44 10/04/22,20:04:11,  TCSO responded to an animal problem.,ELMIRA RD; ROUTE 13 AT BUTTERMILK FALLS; T ITHACA ITHACA NY 14850
1580,Traffic Cmplnt,20:01:40 10/04/22 - 20:03:24 10/04/22,20:01:40,  TCSO investigated a traffic complaint.,STATE ROUTE 13 S; ROUTE 13 AT STEWART PARK; T ITHACA ITHACA NY 14850
1581,Harassment,19:59:36 10/04/22 - 20:03:30 10/04/22,19:59:36,  TCSO responded to a harassment.,PINE WAY; T NEWFIELD NEWFIELD NY 14867
1582,Domestic,19:47:19 10/04/22 - 19:50:15 10/04/22,19:47:19,  Assist NYSP,TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
1583,Assist,18:34:46 10/04/22 - 18:36:33 10/04/22,18:34:46,  Assist,ENFIELD FALLS RD; T ITHACA ITHACA NY 14850
1584,Traffic Cmplnt,18:27:24 10/04/22 - 18:27:24 10/04/22,18:27:29,  traffic complaint,STEVENS RD & PERU RD; T GROTON GROTON NY 13073
1585,Harassment,18:05:33 10/04/22 - 18:07:10 10/04/22,18:05:33,  Deputy responded to a harassment complaint.,BRIGHTDAY RD; T DRYDEN DRYDEN NY 13053
1586,Traffic Offense,18:04:28 10/04/22 - 18:04:28 10/04/22,18:04:28,  Deputy conducted a traffic stop.,SOUTH ST & FERGUSON RD; V DRYDEN DRYDEN NY 13053
1587,Property Check,20:05:29 10/04/22 - 20:15:06 10/04/22,17:56:29,  Property Check.,N TRIPHAMMER RD; V LANSING ITHACA NY 14850
1588,Property Check,17:50:42 10/04/22 - 17:50:42 10/04/22,17:50:42,  Property Check.,N TRIPHAMMER RD; V LANSING ITHACA NY 14850
1589,Animal Problem,17:34:32 10/04/22 - **:**:** **/**/**,17:34:32,  Animal Problem,HALSEYVILLE RD; T ULYSSES TRUMANSBURG NY 14886
1590,Traffic Offense,17:26:43 10/04/22 - 17:26:43 10/04/22,17:26:43,  Traffic Stop,MAIN ST & TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
1591,Pd Accident,16:59:59 10/04/22 - 17:01:49 10/04/22,16:59:59,  Deputy responded to a property damage accident.,CORTLAND RD & DUTCHER RD; T DRYDEN DRYDEN NY 13053
1592,Theft,16:17:03 10/04/22 - 16:21:40 10/04/22,16:17:03,  TCSO investigated theft.,BENJAMIN HILL RD; T NEWFIELD NEWFIELD NY 14867
1593,Domestic,16:03:46 10/04/22 - 16:07:58 10/04/22,16:03:46,  Physical Domestic,TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
1594,Domestic,16:03:46 10/04/22 - 16:07:58 10/04/22,16:03:46,  Physical Domestic,TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
1595,Transport,15:45:56 10/04/22 - 15:47:25 10/04/22,15:45:56,  Transport,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1596,Theft,15:26:36 10/04/22 - 15:28:41 10/04/22,15:26:36,  Deputy responded to a theft.,N TRIPHAMMER RD # TOPS; TOPS FRIENDLY MARKETS; V LANSIN ITHACA NY 14850
1597,Theft,15:26:36 10/04/22 - 15:28:41 10/04/22,15:26:36,  Deputy responded to a theft.,N TRIPHAMMER RD # TOPS; TOPS FRIENDLY MARKETS; V LANSIN ITHACA NY 14850
1598,Escort,15:03:47 10/04/22 - 15:03:47 10/04/22,15:03:47,  Inmate Transport,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1599,Trespassing,14:38:09 10/04/22 - 14:39:24 10/04/22,14:38:09,  Trespassing.,CATHERWOOD RD # OFFICE; ITHACA MALL OFFICES; V LANSING ITHACA NY 14850
1600,Welfare Check,13:19:44 10/04/22 - 13:21:14 10/04/22,13:19:44,  Welfare check.,RIDGE RD; T LANSING LANSING NY 14882
1601,Property Cmplnt,13:02:59 10/04/22 - 13:02:59 10/04/22,13:02:59,  Civil Complaint,COLLEGE AVE; C ITHACA ITHACA NY 14850
1602,Theft,12:22:36 10/04/22 - 12:24:32 10/04/22,12:22:36,  Theft,VETERANS PL APARTMENT D; MAPLEWOOD APTS; T ITHACA ITHACA NY 14850
1603,Assist,10:49:41 10/04/22 - 10:50:20 10/04/22,10:49:41,  TCSO assisted with finding a Missing Person.,E MAIN ST; BYRNE DAIRY; TRUMANSBURG TRUMANSBURG NY 14886
1604,Shooting,10:06:38 10/04/22 - 10:08:13 10/04/22,10:06:38,  Suicide.,VILLAGE CIR APARTMENT 4; 28 VILLAGE CIRCLE; T LANSING ITHACA NY 14850
1605,Pd Accident,10:05:38 10/04/22 - 10:06:07 10/04/22,10:05:38,  Assist.,TRUMANSBURG RD # ORCHARD; INDIAN CREEK FARM; T ITHACA ITHACA NY 14850
1606,Pd Accident,10:05:38 10/04/22 - 10:06:07 10/04/22,10:05:38,  Assist.,TRUMANSBURG RD # ORCHARD; INDIAN CREEK FARM; T ITHACA ITHACA NY 14850
1607,Traffic Cmplnt,09:05:18 10/04/22 - 09:06:31 10/04/22,09:05:18,  Traffic complaint.,SHEFFIELD RD & MECKLENBURG RD; T ENFIELD ITHACA NY 14850
1608,Burglary,08:24:23 10/04/22 - 08:26:03 10/04/22,08:24:23,  Burglary,N CAYUGA ST; BOYNTON MIDDLE SCHOOL; T ITHACA ITHACA NY 14850
1609,Traffic Cmplnt,08:19:33 10/04/22 - 08:21:41 10/04/22,08:19:33,  Traffic complaint.,LUDLOWVILLE RD; LANSING MIDDLE SCHOOL; T LANSING LANSING NY 14882
1610,Traffic Offense,08:13:42 10/04/22 - 08:13:42 10/04/22,08:13:42,  Traffic stop.,HALSEYVILLE RD & AIKEN RD; T ENFIELD ITHACA NY 14850
1611,Special Detail,07:46:05 10/04/22 - 07:46:05 10/04/22,07:46:05,  Special Detail.,RIDGE RD; LANSING HIGH SCHOOL; T LANSING LANSING NY 14882
1612,Special Detail,07:40:51 10/04/22 - 07:40:51 10/04/22,07:40:51,  Special Detail. (School),ENFIELD MAIN RD; ENFIELD ELEMENTARY SCHOOL; T ENFIELD ITHACA NY 14850
1613,Traffic Cmplnt,06:23:17 10/04/22 - 06:25:00 10/04/22,06:23:17,  Traffic complaint.,STATE ROUTE 13 N & CAYUGA HEIGHTS RD; V LANSING ITHACA NY 14850
1614,Special Detail,05:15:17 10/04/22 - 05:15:17 10/04/22,05:15:17,  Special Detail.,COBB ST; T GROTON; T DRYDEN GROTON NY 13073
1615,Property Cmplnt,04:46:25 10/04/22 - 04:46:25 10/04/22,04:46:29,  Found property.,CULLIGAN DR; TOMPKINS COUNTY AIRPORT TERMINAL; V LANSING ITHACA NY 14850
1616,Missing Person,04:01:14 10/04/22 - 04:05:36 10/04/22,04:01:14,  Missing person,MAIN ST; V GROTON GROTON NY 13073
1617,Property Check,03:16:42 10/04/22 - 03:16:42 10/04/22,03:16:42,  Property Check.,WHIG ST; TRUMANSBURG CENTRAL SCHOOL DISTRICT; TRUMANSBUR TRUMANSBURG NY 14886
1618,Property Check,03:12:20 10/04/22 - 03:12:20 10/04/22,03:12:20,  Property Check.,DANBY RD; DANBY TOWN HALL; T DANBY ITHACA NY 14850
1619,Burglary,01:48:16 10/04/22 - 01:55:28 10/04/22,01:48:16,  Assist to IPD,N PLAIN ST; C ITHACA ITHACA NY 14850
1620,Traffic Offense,01:36:00 10/04/22 - 01:36:00 10/04/22,01:36:00,  Traffic Stop,COLUMBIA ST & S AURORA ST; C ITHACA ITHACA NY 14850
1621,Traffic Offense,00:59:11 10/04/22 - 00:59:11 10/04/22,00:59:11,  Traffic stop.,W MAIN ST; DRYDEN HOTEL; V DRYDEN DRYDEN NY 13053
1622,Traffic Offense,00:59:11 10/04/22 - 00:59:11 10/04/22,00:59:11,  Traffic stop.,W MAIN ST; DRYDEN HOTEL; V DRYDEN DRYDEN NY 13053
1623,Special Detail,00:47:07 10/04/22 - 00:47:07 10/04/22,00:47:07,  Special detail,LANSINGVILLE RD; T LANSING LANSING NY 14882
1624,Property Check,00:35:36 10/04/22 - 00:35:36 10/04/22,00:35:36,  Property Check.,MAIN ST; NEWFIELD TOWN HALL; T NEWFIELD NEWFIELD NY 14867
1625,Property Check,00:34:51 10/04/22 - 00:34:51 10/04/22,00:34:51,  Property check,N TRIPHAMMER RD; CAYUGA MALL; V LANSING ITHACA NY 14850
1626,Traffic Offense,00:26:22 10/04/22 - 00:26:22 10/04/22,00:26:22,  Traffic stop.,DRYDEN RD; MIRABITO; T DRYDEN FREEVILLE NY 13068
1627,Traffic Offense,00:18:26 10/04/22 - 00:18:26 10/04/22,00:18:26,  Traffic Offense.,ELMIRA RD & SAND BANK RD; T ITHACA ITHACA NY 14850
1628,Suspicious,23:55:05 10/03/22 - 23:56:33 10/03/22,23:55:05,  Suspicious.,BOSTWICK RD; T ITHACA ITHACA NY 14850
1629,Theft,22:12:10 10/03/22 - 22:14:00 10/03/22,22:12:10,  Assist Trumansburg PD,E MAIN ST; BYRNE DAIRY; TRUMANSBURG TRUMANSBURG NY 14886
1630,Traffic Offense,22:04:40 10/03/22 - 22:04:40 10/03/22,22:04:40,  Deputy conducted a traffic stop.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1631,Traffic Cmplnt,21:37:02 10/03/22 - 21:40:41 10/03/22,21:37:02,  Deputy responded to a traffic complaint.,STATE ROUTE 13 & HANSHAW RD; T DRYDEN ITHACA NY 14850
1632,Overdose,21:35:23 10/03/22 - 21:39:16 10/03/22,21:35:23, ,TRUMANSBURG RD; T ITHACA ITHACA NY 14850
1633,Traffic Offense,21:33:18 10/03/22 - 21:33:18 10/03/22,21:33:18,  TCSO conducted traffic stop for VTL Violation.,ELMIRA RD & CONNECTICUT HILL RD; T NEWFIELD NEWFIELD NY 14867
1634,Assist,21:11:05 10/03/22 - 21:16:48 10/03/22,21:11:05,  Assist Trumansburg PD,ELM ST APARTMENT 1-3; JUNIPER MANOR I; TRUMANSBURG TRUMANSBURG NY 14886
1635,Traffic Offense,20:24:44 10/03/22 - 20:24:44 10/03/22,20:24:44,  Traffic Offense.,GRAHAM RD; UNIVERSITY HEIGHTS APTS; V LANSING ITHACA NY 14850
1636,Traffic Offense,20:23:12 10/03/22 - 20:23:12 10/03/22,20:23:12,  Traffic Stop,ELMIRA RD & CAYUTA RD; T NEWFIELD NEWFIELD NY 14867
1637,Traffic Offense,20:17:00 10/03/22 - 20:17:00 10/03/22,20:17:00,  Traffic Stop,ELMIRA RD & BULL HILL RD; T NEWFIELD NEWFIELD NY 14867
1638,Traffic Offense,20:16:24 10/03/22 - 20:16:24 10/03/22,20:16:24,  Traffic Offense.,N TRIPHAMMER RD & WATERWAGON RD; T LANSING ITHACA NY 14850
1639,Traffic Offense,19:44:54 10/03/22 - 19:44:54 10/03/22,19:44:54,  Traffic Stop,ELMIRA RD & ENFIELD FALLS RD; T ITHACA ITHACA NY 14850
1640,Warrant,19:37:13 10/03/22 - 19:37:13 10/03/22,19:37:13,  Deputy made a warrant arrest.,ROBINS WAY APARTMENT 3; MILTON MEADOWS; T LANSING LANSING NY 14882
1641,Theft,19:11:42 10/03/22 - 19:12:59 10/03/22,19:11:42,  TCSO assisted Citizen.,W KING RD; T DANBY ITHACA NY 14850
1642,Traffic Offense,18:36:11 10/03/22 - 18:36:11 10/03/22,18:36:11,  Traffic Stop,ELMIRA RD & TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
1643,Traffic Offense,18:01:35 10/03/22 - 18:01:35 10/03/22,18:01:35,  Traffic Stop,ELMIRA RD & BULL HILL RD; T NEWFIELD NEWFIELD NY 14867
1644,Traffic Offense,17:43:06 10/03/22 - 17:43:06 10/03/22,17:43:06,  Deputy conducted a traffic stop.,DRYDEN RD & RINGWOOD RD; T DRYDEN FREEVILLE NY 13068
1645,Traffic Offense,17:41:11 10/03/22 - 17:41:11 10/03/22,17:41:11,  Traffic Offense.,WILKINS RD & DUBOIS RD; T ULYSSES ITHACA NY 14850
1646,Traffic Offense,17:38:40 10/03/22 - 17:38:40 10/03/22,17:38:40,  Traffic Stop,ELMIRA RD & CONNECTICUT HILL RD; T NEWFIELD NEWFIELD NY 14867
1647,Traffic Offense,17:38:40 10/03/22 - 17:38:40 10/03/22,17:38:40,  Traffic Stop,ELMIRA RD & CONNECTICUT HILL RD; T NEWFIELD NEWFIELD NY 14867
1648,Traffic Offense,17:23:25 10/03/22 - 17:23:25 10/03/22,17:23:25,  Traffic Offense.,BLOCK TAUGHANNOCK BLVD; T ITHACA ITHACA NY 14850
1649,Traffic Offense,17:17:45 10/03/22 - 17:17:45 10/03/22,17:17:45,  Deputy conducted a traffic stop and made an arrest.,E MALLORYVILLE RD & FALL CREEK RD; T DRYDEN FREEVILLE NY 13068
1650,Traffic Offense,17:17:45 10/03/22 - 17:17:45 10/03/22,17:17:45,  Deputy conducted a traffic stop and made an arrest.,E MALLORYVILLE RD & FALL CREEK RD; T DRYDEN FREEVILLE NY 13068
1651,Traffic Offense,17:03:49 10/03/22 - 17:03:49 10/03/22,17:03:49,  Deputy conducted a traffic stop.,PERUVILLE RD & SALT RD; T GROTON FREEVILLE NY 13068
1652,Traffic Offense,16:49:48 10/03/22 - 16:49:48 10/03/22,16:49:48,  Traffic Stop,ELMIRA RD; CHARLIES TOWING AND REPAIRING; T NEWFIELD NEWFIELD NY 14867
1653,Traffic Offense,16:39:34 10/03/22 - 16:39:34 10/03/22,16:39:34,  Traffic Stop,ELMIRA RD & MAZOUREK RD; T NEWFIELD NEWFIELD NY 14867
1654,Assist,16:23:56 10/03/22 - 16:23:56 10/03/22,16:23:56,  Deputy responded to an assist.,BROOKHAVEN DR; T LANSING ITHACA NY 14850
1655,Traffic Offense,16:10:48 10/03/22 - 16:10:48 10/03/22,16:10:48,  Deputy conducted a traffic stop and made an arrest.,DRYDEN RD & GEORGE RD; T DRYDEN DRYDEN NY 13053
1656,Traffic Offense,16:10:48 10/03/22 - 16:10:48 10/03/22,16:10:48,  Deputy conducted a traffic stop and made an arrest.,DRYDEN RD & GEORGE RD; T DRYDEN DRYDEN NY 13053
1657,Theft,16:05:15 10/03/22 - 16:05:15 10/03/22,16:05:18,  Deputy responded to a theft.,WOODSEDGE DR; IMR TEST LABS; T LANSING LANSING NY 14882
1658,Escort,15:04:51 10/03/22 - 15:04:51 10/03/22,15:04:51,  Accidental. Wrong date. Will be picking up on 10/04/2022.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1659,Dispute,14:55:59 10/03/22 - 14:58:06 10/03/22,14:55:59,  Dispute.,EAST SHORE DR; T LANSING ITHACA NY 14850
1660,Assist,13:55:28 10/03/22 - 13:58:30 10/03/22,13:55:28,  Assist citizen.,COLD SPRINGS RD; T ULYSSES TRUMANSBURG NY 14886
1661,Trespassing,13:30:04 10/03/22 - 13:31:00 10/03/22,13:30:04,  Assist other Agency.,HARRIS B DATES DR # HOSP; CAYUGA MEDICAL CENTER; T ITHAC ITHACA NY 14850
1662,Theft,13:11:21 10/03/22 - 13:14:09 10/03/22,13:11:21,  Theft,KRUMS CORNERS RD; T ULYSSES TRUMANSBURG NY 14886
1663,Theft,13:11:21 10/03/22 - 13:14:09 10/03/22,13:11:21,  Theft,KRUMS CORNERS RD; T ULYSSES TRUMANSBURG NY 14886
1664,Traffic Offense,12:38:30 10/03/22 - 12:38:30 10/03/22,12:38:30,  Traffic stop.,HALSEYVILLE RD & AIKEN RD; T ENFIELD ITHACA NY 14850
1665,Traffic Offense,12:38:30 10/03/22 - 12:38:30 10/03/22,12:38:30,  Traffic stop.,HALSEYVILLE RD & AIKEN RD; T ENFIELD ITHACA NY 14850
1666,Traffic Offense,12:38:30 10/03/22 - 12:38:30 10/03/22,12:38:30,  Traffic stop.,HALSEYVILLE RD & AIKEN RD; T ENFIELD ITHACA NY 14850
1667,Alarm Police,11:01:38 10/03/22 - 11:02:20 10/03/22,11:01:38,  TCSO responded to a Police Alarm.,EASTLAKE RD; T LANSING ITHACA NY 14850
1668,Civil Cmplnt,11:00:16 10/03/22 - 11:01:32 10/03/22,11:00:16,  Civil Complaint.,MECKLENBURG RD; T ENFIELD TRUMANSBURG NY 14886
1669,Traffic Offense,10:50:35 10/03/22 - 10:50:35 10/03/22,10:50:35,  Traffic stop,MAIN ST & JOHNSON ST; V FREEVILLE FREEVILLE NY 13068
1670,Traffic Offense,10:50:35 10/03/22 - 10:50:35 10/03/22,10:50:35,  Traffic stop,MAIN ST & JOHNSON ST; V FREEVILLE FREEVILLE NY 13068
1671,Traffic Offense,10:32:04 10/03/22 - 10:32:04 10/03/22,10:32:04,  Traffic stop.,ENFIELD CENTER RD E; T ENFIELD ITHACA NY 14850
